nom_absence,prenom_absence,apogee,total_absences,module,module_id,prof_id,id,promo_year
Ouaji,Hassan,36986525,17,Technologies DotNet et JEE,34,6,72,2020
Ouaji,Hassan,36986525,17,Technologies DotNet et JEE,35,4,72,2020
Fakir,Hassan,72293590,23,Administration et Optimisation des BD,24,12,73,2020
Fakir,Hassan,72293590,2,Architecture des Ordinateurs et Assembleur,13,11,73,2020
Fakir,Hassan,72293590,27,Base de Données Relationnelle-Objet et Répartie,28,5,73,2020
Fakir,Hassan,72293590,19,Business Intelligence,31,9,73,2020
Fakir,Hassan,72293590,18,Intelligence Artificielle,23,9,73,2020
Fakir,Hassan,72293590,29,Java Avancé,26,7,73,2020
Fakir,Hassan,72293590,25,Langues et Communication II,19,19,73,2020
Fakir,Hassan,72293590,25,Langues et Communication II,20,18,73,2020
Fakir,Hassan,72293590,25,Langues et Communication II,21,25,73,2020
Fakir,Hassan,72293590,22,Langues et Communication III,36,20,73,2020
Fakir,Hassan,72293590,22,Langues et Communication III,37,17,73,2020
Fakir,Hassan,72293590,6,Management I,3,21,73,2020
Fakir,Hassan,72293590,7,Management II,22,26,73,2020
Fakir,Hassan,72293590,8,Management III,38,27,73,2020
Fakir,Hassan,72293590,15,Méthodologies et Génie Logiciel,18,4,73,2020
Fakir,Hassan,72293590,24,Probabilités Statistiques et Calcul Stochastique,4,22,73,2020
Fakir,Hassan,72293590,26,Programmation C Avancé et Complexité,10,6,73,2020
Fakir,Hassan,72293590,17,Programmation des Systèmes,33,11,73,2020
Fakir,Hassan,72293590,17,Programmation Réseaux et Sécurité Informatique,16,13,73,2020
Fakir,Hassan,72293590,10,Programmation Web I,9,10,73,2020
Fakir,Hassan,72293590,22,Programmation web II,25,2,73,2020
Fakir,Hassan,72293590,18,Réseaux informatique II,17,1,73,2020
Fakir,Hassan,72293590,16,Réseaux Informatiques I,5,8,73,2020
Fakir,Hassan,72293590,25,Systèmes d’exploitation,11,6,73,2020
Fakir,Hassan,72293590,17,Systèmes d’Information et Bases de Données Relationnelles,6,15,73,2020
Fakir,Hassan,72293590,26,Théories des Graphes et Recherche Opérationnelle,7,23,73,2020
Fakir,Hassan,72293590,21,Théories des Langages et Compilation,12,2,73,2020
Fakir,Hassan,72293590,27,Urbanisation des Systèmes d’Information,32,12,73,2020
Fakir,Hassan,72293590,12,Vision Artificielle,27,16,73,2020
Fakir,Hassan,72293590,22,Électronique Numérique,8,24,73,2020
Fakir,Hassan,72293590,16,Langues et Communication I,1,17,73,2020
Fakir,Hassan,72293590,16,Langues et Communication I,2,19,73,2020
Fakir,Hassan,72293590,4,Modélisation et Programmation Objet,14,11,73,2020
Fakir,Hassan,72293590,4,Modélisation et Programmation Objet,15,3,73,2020
Fakir,Hassan,72293590,9,Technologies DotNet et JEE,34,6,73,2020
Fakir,Hassan,72293590,9,Technologies DotNet et JEE,35,4,73,2020
Bentaib,Youssef,60188590,25,Administration et Optimisation des BD,24,12,74,2020
Bentaib,Youssef,60188590,9,Architecture des Ordinateurs et Assembleur,13,11,74,2020
Bentaib,Youssef,60188590,25,Base de Données Relationnelle-Objet et Répartie,28,5,74,2020
Bentaib,Youssef,60188590,25,Business Intelligence,31,9,74,2020
Bentaib,Youssef,60188590,20,Intelligence Artificielle,23,9,74,2020
Bentaib,Youssef,60188590,24,Java Avancé,26,7,74,2020
Bentaib,Youssef,60188590,25,Langues et Communication II,19,19,74,2020
Bentaib,Youssef,60188590,25,Langues et Communication II,20,18,74,2020
Bentaib,Youssef,60188590,25,Langues et Communication II,21,25,74,2020
Bentaib,Youssef,60188590,15,Langues et Communication III,36,20,74,2020
Bentaib,Youssef,60188590,15,Langues et Communication III,37,17,74,2020
Bentaib,Youssef,60188590,6,Management I,3,21,74,2020
Bentaib,Youssef,60188590,10,Management II,22,26,74,2020
Bentaib,Youssef,60188590,8,Management III,38,27,74,2020
Bentaib,Youssef,60188590,13,Méthodologies et Génie Logiciel,18,4,74,2020
Bentaib,Youssef,60188590,24,Probabilités Statistiques et Calcul Stochastique,4,22,74,2020
Bentaib,Youssef,60188590,17,Programmation C Avancé et Complexité,10,6,74,2020
Bentaib,Youssef,60188590,6,Programmation des Systèmes,33,11,74,2020
Bentaib,Youssef,60188590,22,Programmation Réseaux et Sécurité Informatique,16,13,74,2020
Bentaib,Youssef,60188590,13,Programmation Web I,9,10,74,2020
Bentaib,Youssef,60188590,20,Programmation web II,25,2,74,2020
Bentaib,Youssef,60188590,22,Réseaux informatique II,17,1,74,2020
Bentaib,Youssef,60188590,15,Réseaux Informatiques I,5,8,74,2020
Bentaib,Youssef,60188590,26,Systèmes d’exploitation,11,6,74,2020
Bentaib,Youssef,60188590,18,Systèmes d’Information et Bases de Données Relationnelles,6,15,74,2020
Bentaib,Youssef,60188590,21,Théories des Graphes et Recherche Opérationnelle,7,23,74,2020
Bentaib,Youssef,60188590,28,Théories des Langages et Compilation,12,2,74,2020
Bentaib,Youssef,60188590,22,Urbanisation des Systèmes d’Information,32,12,74,2020
Bentaib,Youssef,60188590,9,Vision Artificielle,27,16,74,2020
Bentaib,Youssef,60188590,14,Électronique Numérique,8,24,74,2020
Bentaib,Youssef,60188590,21,Langues et Communication I,1,17,74,2020
Bentaib,Youssef,60188590,21,Langues et Communication I,2,19,74,2020
Bentaib,Youssef,60188590,1,Modélisation et Programmation Objet,14,11,74,2020
Bentaib,Youssef,60188590,1,Modélisation et Programmation Objet,15,3,74,2020
Bentaib,Youssef,60188590,12,Technologies DotNet et JEE,34,6,74,2020
Bentaib,Youssef,60188590,12,Technologies DotNet et JEE,35,4,74,2020
Hasnaoui,Rim,81552017,28,Administration et Optimisation des BD,24,12,75,2020
Hasnaoui,Rim,81552017,23,Architecture des Ordinateurs et Assembleur,13,11,75,2020
Hasnaoui,Rim,81552017,31,Base de Données Relationnelle-Objet et Répartie,28,5,75,2020
Hasnaoui,Rim,81552017,28,Business Intelligence,31,9,75,2020
Hasnaoui,Rim,81552017,27,Intelligence Artificielle,23,9,75,2020
Hasnaoui,Rim,81552017,32,Java Avancé,26,7,75,2020
Hasnaoui,Rim,81552017,32,Langues et Communication II,19,19,75,2020
Hasnaoui,Rim,81552017,32,Langues et Communication II,20,18,75,2020
Hasnaoui,Rim,81552017,32,Langues et Communication II,21,25,75,2020
Hasnaoui,Rim,81552017,21,Langues et Communication III,36,20,75,2020
Hasnaoui,Rim,81552017,21,Langues et Communication III,37,17,75,2020
Hasnaoui,Rim,81552017,21,Management I,3,21,75,2020
Hasnaoui,Rim,81552017,14,Management II,22,26,75,2020
Hasnaoui,Rim,81552017,22,Management III,38,27,75,2020
Hasnaoui,Rim,81552017,24,Méthodologies et Génie Logiciel,18,4,75,2020
Hasnaoui,Rim,81552017,32,Probabilités Statistiques et Calcul Stochastique,4,22,75,2020
Hasnaoui,Rim,81552017,32,Programmation C Avancé et Complexité,10,6,75,2020
Hasnaoui,Rim,81552017,20,Programmation des Systèmes,33,11,75,2020
Hasnaoui,Rim,81552017,26,Programmation Réseaux et Sécurité Informatique,16,13,75,2020
Hasnaoui,Rim,81552017,29,Programmation Web I,9,10,75,2020
Hasnaoui,Rim,81552017,30,Programmation web II,25,2,75,2020
Hasnaoui,Rim,81552017,30,Réseaux informatique II,17,1,75,2020
Hasnaoui,Rim,81552017,26,Réseaux Informatiques I,5,8,75,2020
Hasnaoui,Rim,81552017,30,Systèmes d’exploitation,11,6,75,2020
Hasnaoui,Rim,81552017,28,Systèmes d’Information et Bases de Données Relationnelles,6,15,75,2020
Hasnaoui,Rim,81552017,30,Théories des Graphes et Recherche Opérationnelle,7,23,75,2020
Hasnaoui,Rim,81552017,31,Théories des Langages et Compilation,12,2,75,2020
Hasnaoui,Rim,81552017,31,Urbanisation des Systèmes d’Information,32,12,75,2020
Hasnaoui,Rim,81552017,28,Vision Artificielle,27,16,75,2020
Hasnaoui,Rim,81552017,25,Électronique Numérique,8,24,75,2020
Hasnaoui,Rim,81552017,29,Langues et Communication I,1,17,75,2020
Hasnaoui,Rim,81552017,29,Langues et Communication I,2,19,75,2020
Hasnaoui,Rim,81552017,12,Modélisation et Programmation Objet,14,11,75,2020
Hasnaoui,Rim,81552017,12,Modélisation et Programmation Objet,15,3,75,2020
Hasnaoui,Rim,81552017,24,Technologies DotNet et JEE,34,6,75,2020
Hasnaoui,Rim,81552017,24,Technologies DotNet et JEE,35,4,75,2020
El-Mekki,Khaled,22767080,24,Administration et Optimisation des BD,24,12,76,2020
El-Mekki,Khaled,22767080,13,Architecture des Ordinateurs et Assembleur,13,11,76,2020
El-Mekki,Khaled,22767080,26,Base de Données Relationnelle-Objet et Répartie,28,5,76,2020
El-Mekki,Khaled,22767080,22,Business Intelligence,31,9,76,2020
El-Mekki,Khaled,22767080,25,Intelligence Artificielle,23,9,76,2020
El-Mekki,Khaled,22767080,25,Java Avancé,26,7,76,2020
El-Mekki,Khaled,22767080,26,Langues et Communication II,19,19,76,2020
El-Mekki,Khaled,22767080,26,Langues et Communication II,20,18,76,2020
El-Mekki,Khaled,22767080,26,Langues et Communication II,21,25,76,2020
El-Mekki,Khaled,22767080,24,Langues et Communication III,36,20,76,2020
El-Mekki,Khaled,22767080,24,Langues et Communication III,37,17,76,2020
El-Mekki,Khaled,22767080,17,Management I,3,21,76,2020
El-Mekki,Khaled,22767080,13,Management II,22,26,76,2020
El-Mekki,Khaled,22767080,8,Management III,38,27,76,2020
El-Mekki,Khaled,22767080,23,Méthodologies et Génie Logiciel,18,4,76,2020
El-Mekki,Khaled,22767080,28,Probabilités Statistiques et Calcul Stochastique,4,22,76,2020
El-Mekki,Khaled,22767080,29,Programmation C Avancé et Complexité,10,6,76,2020
El-Mekki,Khaled,22767080,10,Programmation des Systèmes,33,11,76,2020
El-Mekki,Khaled,22767080,20,Programmation Réseaux et Sécurité Informatique,16,13,76,2020
El-Mekki,Khaled,22767080,22,Programmation Web I,9,10,76,2020
El-Mekki,Khaled,22767080,29,Programmation web II,25,2,76,2020
El-Mekki,Khaled,22767080,21,Réseaux informatique II,17,1,76,2020
El-Mekki,Khaled,22767080,24,Réseaux Informatiques I,5,8,76,2020
El-Mekki,Khaled,22767080,30,Systèmes d’exploitation,11,6,76,2020
El-Mekki,Khaled,22767080,27,Systèmes d’Information et Bases de Données Relationnelles,6,15,76,2020
El-Mekki,Khaled,22767080,22,Théories des Graphes et Recherche Opérationnelle,7,23,76,2020
El-Mekki,Khaled,22767080,30,Théories des Langages et Compilation,12,2,76,2020
El-Mekki,Khaled,22767080,27,Urbanisation des Systèmes d’Information,32,12,76,2020
El-Mekki,Khaled,22767080,20,Vision Artificielle,27,16,76,2020
El-Mekki,Khaled,22767080,20,Électronique Numérique,8,24,76,2020
El-Mekki,Khaled,22767080,29,Langues et Communication I,1,17,76,2020
El-Mekki,Khaled,22767080,29,Langues et Communication I,2,19,76,2020
El-Mekki,Khaled,22767080,10,Modélisation et Programmation Objet,14,11,76,2020
El-Mekki,Khaled,22767080,10,Modélisation et Programmation Objet,15,3,76,2020
El-Mekki,Khaled,22767080,13,Technologies DotNet et JEE,34,6,76,2020
El-Mekki,Khaled,22767080,13,Technologies DotNet et JEE,35,4,76,2020
Tajar,Amina,83432012,29,Administration et Optimisation des BD,24,12,77,2020
Tajar,Amina,83432012,4,Architecture des Ordinateurs et Assembleur,13,11,77,2020
Tajar,Amina,83432012,26,Base de Données Relationnelle-Objet et Répartie,28,5,77,2020
Tajar,Amina,83432012,28,Business Intelligence,31,9,77,2020
Tajar,Amina,83432012,20,Intelligence Artificielle,23,9,77,2020
Tajar,Amina,83432012,28,Java Avancé,26,7,77,2020
Tajar,Amina,83432012,29,Langues et Communication II,19,19,77,2020
Tajar,Amina,83432012,29,Langues et Communication II,20,18,77,2020
Tajar,Amina,83432012,29,Langues et Communication II,21,25,77,2020
Tajar,Amina,83432012,26,Langues et Communication III,36,20,77,2020
Tajar,Amina,83432012,26,Langues et Communication III,37,17,77,2020
Tajar,Amina,83432012,13,Management I,3,21,77,2020
Tajar,Amina,83432012,13,Management II,22,26,77,2020
Tajar,Amina,83432012,9,Management III,38,27,77,2020
Tajar,Amina,83432012,19,Méthodologies et Génie Logiciel,18,4,77,2020
Tajar,Amina,83432012,29,Probabilités Statistiques et Calcul Stochastique,4,22,77,2020
Tajar,Amina,83432012,29,Programmation C Avancé et Complexité,10,6,77,2020
Tajar,Amina,83432012,16,Programmation des Systèmes,33,11,77,2020
Tajar,Amina,83432012,27,Programmation Réseaux et Sécurité Informatique,16,13,77,2020
Tajar,Amina,83432012,17,Programmation Web I,9,10,77,2020
Tajar,Amina,83432012,26,Programmation web II,25,2,77,2020
Tajar,Amina,83432012,19,Réseaux informatique II,17,1,77,2020
Tajar,Amina,83432012,19,Réseaux Informatiques I,5,8,77,2020
Tajar,Amina,83432012,26,Systèmes d’exploitation,11,6,77,2020
Tajar,Amina,83432012,23,Systèmes d’Information et Bases de Données Relationnelles,6,15,77,2020
Tajar,Amina,83432012,25,Théories des Graphes et Recherche Opérationnelle,7,23,77,2020
Tajar,Amina,83432012,29,Théories des Langages et Compilation,12,2,77,2020
Tajar,Amina,83432012,28,Urbanisation des Systèmes d’Information,32,12,77,2020
Tajar,Amina,83432012,18,Vision Artificielle,27,16,77,2020
Tajar,Amina,83432012,19,Électronique Numérique,8,24,77,2020
Tajar,Amina,83432012,20,Langues et Communication I,1,17,77,2020
Tajar,Amina,83432012,20,Langues et Communication I,2,19,77,2020
Tajar,Amina,83432012,11,Modélisation et Programmation Objet,14,11,77,2020
Tajar,Amina,83432012,11,Modélisation et Programmation Objet,15,3,77,2020
Tajar,Amina,83432012,18,Technologies DotNet et JEE,34,6,77,2020
Tajar,Amina,83432012,18,Technologies DotNet et JEE,35,4,77,2020
Belaid,Nadia,66999967,32,Administration et Optimisation des BD,24,12,78,2020
Belaid,Nadia,66999967,18,Architecture des Ordinateurs et Assembleur,13,11,78,2020
Belaid,Nadia,66999967,29,Base de Données Relationnelle-Objet et Répartie,28,5,78,2020
Belaid,Nadia,66999967,27,Business Intelligence,31,9,78,2020
Belaid,Nadia,66999967,26,Intelligence Artificielle,23,9,78,2020
Belaid,Nadia,66999967,30,Java Avancé,26,7,78,2020
Belaid,Nadia,66999967,31,Langues et Communication II,19,19,78,2020
Belaid,Nadia,66999967,31,Langues et Communication II,20,18,78,2020
Belaid,Nadia,66999967,31,Langues et Communication II,21,25,78,2020
Belaid,Nadia,66999967,19,Langues et Communication III,36,20,78,2020
Belaid,Nadia,66999967,19,Langues et Communication III,37,17,78,2020
Belaid,Nadia,66999967,22,Management I,3,21,78,2020
Belaid,Nadia,66999967,12,Management II,22,26,78,2020
Belaid,Nadia,66999967,18,Management III,38,27,78,2020
Belaid,Nadia,66999967,16,Méthodologies et Génie Logiciel,18,4,78,2020
Belaid,Nadia,66999967,31,Probabilités Statistiques et Calcul Stochastique,4,22,78,2020
Belaid,Nadia,66999967,30,Programmation C Avancé et Complexité,10,6,78,2020
Belaid,Nadia,66999967,17,Programmation des Systèmes,33,11,78,2020
Belaid,Nadia,66999967,23,Programmation Réseaux et Sécurité Informatique,16,13,78,2020
Belaid,Nadia,66999967,25,Programmation Web I,9,10,78,2020
Belaid,Nadia,66999967,30,Programmation web II,25,2,78,2020
Belaid,Nadia,66999967,29,Réseaux informatique II,17,1,78,2020
Belaid,Nadia,66999967,24,Réseaux Informatiques I,5,8,78,2020
Belaid,Nadia,66999967,30,Systèmes d’exploitation,11,6,78,2020
Belaid,Nadia,66999967,25,Systèmes d’Information et Bases de Données Relationnelles,6,15,78,2020
Belaid,Nadia,66999967,30,Théories des Graphes et Recherche Opérationnelle,7,23,78,2020
Belaid,Nadia,66999967,30,Théories des Langages et Compilation,12,2,78,2020
Belaid,Nadia,66999967,27,Urbanisation des Systèmes d’Information,32,12,78,2020
Belaid,Nadia,66999967,26,Vision Artificielle,27,16,78,2020
Belaid,Nadia,66999967,23,Électronique Numérique,8,24,78,2020
Belaid,Nadia,66999967,28,Langues et Communication I,1,17,78,2020
Belaid,Nadia,66999967,28,Langues et Communication I,2,19,78,2020
Belaid,Nadia,66999967,19,Modélisation et Programmation Objet,14,11,78,2020
Belaid,Nadia,66999967,19,Modélisation et Programmation Objet,15,3,78,2020
Belaid,Nadia,66999967,13,Technologies DotNet et JEE,34,6,78,2020
Belaid,Nadia,66999967,13,Technologies DotNet et JEE,35,4,78,2020
Zikhri,Ahmed,91547781,31,Administration et Optimisation des BD,24,12,79,2020
Zikhri,Ahmed,91547781,16,Architecture des Ordinateurs et Assembleur,13,11,79,2020
Zikhri,Ahmed,91547781,29,Base de Données Relationnelle-Objet et Répartie,28,5,79,2020
Zikhri,Ahmed,91547781,27,Business Intelligence,31,9,79,2020
Zikhri,Ahmed,91547781,25,Intelligence Artificielle,23,9,79,2020
Zikhri,Ahmed,91547781,30,Java Avancé,26,7,79,2020
Zikhri,Ahmed,91547781,28,Langues et Communication II,19,19,79,2020
Zikhri,Ahmed,91547781,28,Langues et Communication II,20,18,79,2020
Zikhri,Ahmed,91547781,28,Langues et Communication II,21,25,79,2020
Zikhri,Ahmed,91547781,26,Langues et Communication III,36,20,79,2020
Zikhri,Ahmed,91547781,26,Langues et Communication III,37,17,79,2020
Zikhri,Ahmed,91547781,19,Management I,3,21,79,2020
Zikhri,Ahmed,91547781,16,Management II,22,26,79,2020
Zikhri,Ahmed,91547781,22,Management III,38,27,79,2020
Zikhri,Ahmed,91547781,27,Méthodologies et Génie Logiciel,18,4,79,2020
Zikhri,Ahmed,91547781,30,Probabilités Statistiques et Calcul Stochastique,4,22,79,2020
Zikhri,Ahmed,91547781,29,Programmation C Avancé et Complexité,10,6,79,2020
Zikhri,Ahmed,91547781,15,Programmation des Systèmes,33,11,79,2020
Zikhri,Ahmed,91547781,27,Programmation Réseaux et Sécurité Informatique,16,13,79,2020
Zikhri,Ahmed,91547781,22,Programmation Web I,9,10,79,2020
Zikhri,Ahmed,91547781,32,Programmation web II,25,2,79,2020
Zikhri,Ahmed,91547781,21,Réseaux informatique II,17,1,79,2020
Zikhri,Ahmed,91547781,25,Réseaux Informatiques I,5,8,79,2020
Zikhri,Ahmed,91547781,31,Systèmes d’exploitation,11,6,79,2020
Zikhri,Ahmed,91547781,20,Systèmes d’Information et Bases de Données Relationnelles,6,15,79,2020
Zikhri,Ahmed,91547781,24,Théories des Graphes et Recherche Opérationnelle,7,23,79,2020
Zikhri,Ahmed,91547781,29,Théories des Langages et Compilation,12,2,79,2020
Zikhri,Ahmed,91547781,29,Urbanisation des Systèmes d’Information,32,12,79,2020
Zikhri,Ahmed,91547781,25,Vision Artificielle,27,16,79,2020
Zikhri,Ahmed,91547781,18,Électronique Numérique,8,24,79,2020
Zikhri,Ahmed,91547781,29,Langues et Communication I,1,17,79,2020
Zikhri,Ahmed,91547781,29,Langues et Communication I,2,19,79,2020
Zikhri,Ahmed,91547781,16,Modélisation et Programmation Objet,14,11,79,2020
Zikhri,Ahmed,91547781,16,Modélisation et Programmation Objet,15,3,79,2020
Zikhri,Ahmed,91547781,21,Technologies DotNet et JEE,34,6,79,2020
Zikhri,Ahmed,91547781,21,Technologies DotNet et JEE,35,4,79,2020
Jouhari,Imad,21954568,23,Administration et Optimisation des BD,24,12,80,2020
Jouhari,Imad,21954568,5,Architecture des Ordinateurs et Assembleur,13,11,80,2020
Jouhari,Imad,21954568,24,Base de Données Relationnelle-Objet et Répartie,28,5,80,2020
Jouhari,Imad,21954568,26,Business Intelligence,31,9,80,2020
Jouhari,Imad,21954568,20,Intelligence Artificielle,23,9,80,2020
Jouhari,Imad,21954568,24,Java Avancé,26,7,80,2020
Jouhari,Imad,21954568,22,Langues et Communication II,19,19,80,2020
Jouhari,Imad,21954568,22,Langues et Communication II,20,18,80,2020
Jouhari,Imad,21954568,22,Langues et Communication II,21,25,80,2020
Jouhari,Imad,21954568,13,Langues et Communication III,36,20,80,2020
Jouhari,Imad,21954568,13,Langues et Communication III,37,17,80,2020
Jouhari,Imad,21954568,4,Management I,3,21,80,2020
Jouhari,Imad,21954568,8,Management II,22,26,80,2020
Jouhari,Imad,21954568,7,Management III,38,27,80,2020
Jouhari,Imad,21954568,17,Méthodologies et Génie Logiciel,18,4,80,2020
Jouhari,Imad,21954568,22,Probabilités Statistiques et Calcul Stochastique,4,22,80,2020
Jouhari,Imad,21954568,26,Programmation C Avancé et Complexité,10,6,80,2020
Jouhari,Imad,21954568,3,Programmation des Systèmes,33,11,80,2020
Jouhari,Imad,21954568,24,Programmation Réseaux et Sécurité Informatique,16,13,80,2020
Jouhari,Imad,21954568,15,Programmation Web I,9,10,80,2020
Jouhari,Imad,21954568,26,Programmation web II,25,2,80,2020
Jouhari,Imad,21954568,15,Réseaux informatique II,17,1,80,2020
Jouhari,Imad,21954568,18,Réseaux Informatiques I,5,8,80,2020
Jouhari,Imad,21954568,26,Systèmes d’exploitation,11,6,80,2020
Jouhari,Imad,21954568,16,Systèmes d’Information et Bases de Données Relationnelles,6,15,80,2020
Jouhari,Imad,21954568,24,Théories des Graphes et Recherche Opérationnelle,7,23,80,2020
Jouhari,Imad,21954568,19,Théories des Langages et Compilation,12,2,80,2020
Jouhari,Imad,21954568,25,Urbanisation des Systèmes d’Information,32,12,80,2020
Jouhari,Imad,21954568,14,Vision Artificielle,27,16,80,2020
Jouhari,Imad,21954568,13,Électronique Numérique,8,24,80,2020
Jouhari,Imad,21954568,24,Langues et Communication I,1,17,80,2020
Jouhari,Imad,21954568,24,Langues et Communication I,2,19,80,2020
Jouhari,Imad,21954568,8,Modélisation et Programmation Objet,14,11,80,2020
Jouhari,Imad,21954568,8,Modélisation et Programmation Objet,15,3,80,2020
Jouhari,Imad,21954568,10,Technologies DotNet et JEE,34,6,80,2020
Jouhari,Imad,21954568,10,Technologies DotNet et JEE,35,4,80,2020
Shami,Said,25407816,24,Administration et Optimisation des BD,24,12,81,2020
Shami,Said,25407816,7,Architecture des Ordinateurs et Assembleur,13,11,81,2020
Shami,Said,25407816,25,Base de Données Relationnelle-Objet et Répartie,28,5,81,2020
Shami,Said,25407816,19,Business Intelligence,31,9,81,2020
Shami,Said,25407816,21,Intelligence Artificielle,23,9,81,2020
Shami,Said,25407816,27,Java Avancé,26,7,81,2020
Shami,Said,25407816,25,Langues et Communication II,19,19,81,2020
Shami,Said,25407816,25,Langues et Communication II,20,18,81,2020
Shami,Said,25407816,25,Langues et Communication II,21,25,81,2020
Shami,Said,25407816,16,Langues et Communication III,36,20,81,2020
Shami,Said,25407816,16,Langues et Communication III,37,17,81,2020
Shami,Said,25407816,14,Management I,3,21,81,2020
Shami,Said,25407816,10,Management II,22,26,81,2020
Shami,Said,25407816,12,Management III,38,27,81,2020
Shami,Said,25407816,21,Méthodologies et Génie Logiciel,18,4,81,2020
Shami,Said,25407816,23,Probabilités Statistiques et Calcul Stochastique,4,22,81,2020
Shami,Said,25407816,27,Programmation C Avancé et Complexité,10,6,81,2020
Shami,Said,25407816,6,Programmation des Systèmes,33,11,81,2020
Shami,Said,25407816,21,Programmation Réseaux et Sécurité Informatique,16,13,81,2020
Shami,Said,25407816,20,Programmation Web I,9,10,81,2020
Shami,Said,25407816,26,Programmation web II,25,2,81,2020
Shami,Said,25407816,25,Réseaux informatique II,17,1,81,2020
Shami,Said,25407816,18,Réseaux Informatiques I,5,8,81,2020
Shami,Said,25407816,28,Systèmes d’exploitation,11,6,81,2020
Shami,Said,25407816,23,Systèmes d’Information et Bases de Données Relationnelles,6,15,81,2020
Shami,Said,25407816,20,Théories des Graphes et Recherche Opérationnelle,7,23,81,2020
Shami,Said,25407816,27,Théories des Langages et Compilation,12,2,81,2020
Shami,Said,25407816,22,Urbanisation des Systèmes d’Information,32,12,81,2020
Shami,Said,25407816,13,Vision Artificielle,27,16,81,2020
Shami,Said,25407816,25,Électronique Numérique,8,24,81,2020
Shami,Said,25407816,22,Langues et Communication I,1,17,81,2020
Shami,Said,25407816,22,Langues et Communication I,2,19,81,2020
Shami,Said,25407816,10,Modélisation et Programmation Objet,14,11,81,2020
Shami,Said,25407816,10,Modélisation et Programmation Objet,15,3,81,2020
Shami,Said,25407816,13,Technologies DotNet et JEE,34,6,81,2020
Shami,Said,25407816,13,Technologies DotNet et JEE,35,4,81,2020
Cherkaoui,Sofia,72433484,24,Administration et Optimisation des BD,24,12,82,2020
Cherkaoui,Sofia,72433484,7,Architecture des Ordinateurs et Assembleur,13,11,82,2020
Cherkaoui,Sofia,72433484,24,Base de Données Relationnelle-Objet et Répartie,28,5,82,2020
Cherkaoui,Sofia,72433484,23,Business Intelligence,31,9,82,2020
Cherkaoui,Sofia,72433484,17,Intelligence Artificielle,23,9,82,2020
Cherkaoui,Sofia,72433484,26,Java Avancé,26,7,82,2020
Cherkaoui,Sofia,72433484,21,Langues et Communication II,19,19,82,2020
Cherkaoui,Sofia,72433484,21,Langues et Communication II,20,18,82,2020
Cherkaoui,Sofia,72433484,21,Langues et Communication II,21,25,82,2020
Cherkaoui,Sofia,72433484,18,Langues et Communication III,36,20,82,2020
Cherkaoui,Sofia,72433484,18,Langues et Communication III,37,17,82,2020
Cherkaoui,Sofia,72433484,5,Management I,3,21,82,2020
Cherkaoui,Sofia,72433484,9,Management II,22,26,82,2020
Cherkaoui,Sofia,72433484,5,Management III,38,27,82,2020
Cherkaoui,Sofia,72433484,9,Méthodologies et Génie Logiciel,18,4,82,2020
Cherkaoui,Sofia,72433484,22,Probabilités Statistiques et Calcul Stochastique,4,22,82,2020
Cherkaoui,Sofia,72433484,25,Programmation C Avancé et Complexité,10,6,82,2020
Cherkaoui,Sofia,72433484,8,Programmation des Systèmes,33,11,82,2020
Cherkaoui,Sofia,72433484,21,Programmation Réseaux et Sécurité Informatique,16,13,82,2020
Cherkaoui,Sofia,72433484,12,Programmation Web I,9,10,82,2020
Cherkaoui,Sofia,72433484,24,Programmation web II,25,2,82,2020
Cherkaoui,Sofia,72433484,20,Réseaux informatique II,17,1,82,2020
Cherkaoui,Sofia,72433484,18,Réseaux Informatiques I,5,8,82,2020
Cherkaoui,Sofia,72433484,28,Systèmes d’exploitation,11,6,82,2020
Cherkaoui,Sofia,72433484,17,Systèmes d’Information et Bases de Données Relationnelles,6,15,82,2020
Cherkaoui,Sofia,72433484,17,Théories des Graphes et Recherche Opérationnelle,7,23,82,2020
Cherkaoui,Sofia,72433484,27,Théories des Langages et Compilation,12,2,82,2020
Cherkaoui,Sofia,72433484,25,Urbanisation des Systèmes d’Information,32,12,82,2020
Cherkaoui,Sofia,72433484,19,Vision Artificielle,27,16,82,2020
Cherkaoui,Sofia,72433484,15,Électronique Numérique,8,24,82,2020
Cherkaoui,Sofia,72433484,21,Langues et Communication I,1,17,82,2020
Cherkaoui,Sofia,72433484,21,Langues et Communication I,2,19,82,2020
Cherkaoui,Sofia,72433484,5,Modélisation et Programmation Objet,14,11,82,2020
Cherkaoui,Sofia,72433484,5,Modélisation et Programmation Objet,15,3,82,2020
Cherkaoui,Sofia,72433484,9,Technologies DotNet et JEE,34,6,82,2020
Cherkaoui,Sofia,72433484,9,Technologies DotNet et JEE,35,4,82,2020
Maid,Rania,12819739,31,Administration et Optimisation des BD,24,12,83,2020
Maid,Rania,12819739,12,Architecture des Ordinateurs et Assembleur,13,11,83,2020
Maid,Rania,12819739,26,Base de Données Relationnelle-Objet et Répartie,28,5,83,2020
Maid,Rania,12819739,23,Business Intelligence,31,9,83,2020
Maid,Rania,12819739,22,Intelligence Artificielle,23,9,83,2020
Maid,Rania,12819739,26,Java Avancé,26,7,83,2020
Maid,Rania,12819739,29,Langues et Communication II,19,19,83,2020
Maid,Rania,12819739,29,Langues et Communication II,20,18,83,2020
Maid,Rania,12819739,29,Langues et Communication II,21,25,83,2020
Maid,Rania,12819739,22,Langues et Communication III,36,20,83,2020
